Name,Age,Gender,Country,State,City,Parental_Education_Level,Earning Class,Level,Course Name,Course Level,Material Level,Previous_Scores,Assesment Score,IQ,Attendance,Material Name,recommended_material,Study Time,promoted
Miranda Anderson,13,Male,Antigua and Barbuda,Kentucky,Taylorhaven,High School,Medium,Middle School,"World History, Robotics, Exploring Literature and Writing",Medium,Medium,52,70,86.4,88,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.2,No
Jason Avila,6,Female,Burkina Faso,South Carolina,East Blake,College,Low,Kindergarten,"Creative Coloring, Fun with Letters, Numbers Around Us",Medium,Medium,58,64,83.7,77,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.84,No
John Allen,5,Male,Saint Lucia,Minnesota,Aaronborough,Postgraduate,Low,Kindergarten,"Exploring the World, My Family and Community, Fun with Letters",Medium,Medium,65,65,87.75,77,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.9,No
Thomas Garrett,14,Male,Germany,Rhode Island,Lake Johnathan,College,Medium,High School,"Trigonometry, Data Science Basics, Business Studies",High,Medium,82,70,99.9,90,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.2,Yes
Erica Ortiz,7,Male,French Southern Territories,New Hampshire,North Calebfurt,College,Medium,Elementary,"Discovering Nature and Science, Stories of the Past, Fun with Languages",Medium,Low,99,60,98.55,67,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.6,No
Vicki Franco,9,Female,Afghanistan,Kansas,Mckayberg,High School,Medium,Elementary,"Stories of the Past, Art and Imagination, Introduction to Computers",Medium,High,64,68,90.0,74,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",4.08,No
Danny Larsen,10,Male,Norfolk Island,South Carolina,North Marychester,High School,Low,Elementary,"Fun with Languages, Sports and Games, Introduction to Computers",High,Low,89,61,94.95,69,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.66,No
Karen Hayes,5,Female,Tonga,California,Paulview,High School,Medium,Kindergarten,"Play and Learn, Numbers Around Us, Creative Coloring",High,Low,96,68,104.4,74,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.08,No
Stacy Williams,16,Male,Seychelles,Missouri,Nelsonbury,High School,High,High School,"Physics, Web Development, SAT/ACT Prep",High,Low,70,61,86.4,69,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.66,No
Sarah Smith,18,Female,Botswana,Wyoming,South Edward,High School,High,High School,"Trigonometry, Programming, Career Planning",Medium,Medium,63,64,85.95,83,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Jennifer Ross,5,Female,Brazil,Arizona,Seanbury,High School,Medium,Kindergarten,"Play and Learn, Fun with Letters, Numbers Around Us",Medium,Medium,75,66,93.15,92,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Jose Porter,6,Male,Liechtenstein,New York,Garystad,High School,High,Kindergarten,"Creative Coloring, Play and Learn, Fun with Letters",High,Medium,95,70,105.75,91,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.2,Yes
Brittany Hernandez,7,Female,Croatia,Kentucky,New Heatherport,High School,Medium,Elementary,"Fun with Languages, Discovering Nature and Science, Stories of the Past",Medium,High,51,65,81.45,75,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Joseph Adams,18,Female,Dominican Republic,North Dakota,Garciamouth,High School,Medium,High School,"Physics, Cultural and Political Geography, Biology",Medium,High,74,74,99.9,100,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.44,Yes
Brittany Thompson,17,Male,Serbia,North Carolina,Jonesland,High School,Medium,High School,"Career Planning, Chemistry, Calculus",Medium,High,88,66,99.0,84,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.96,No
Rachel Herrera,7,Male,Bangladesh,Colorado,New Linda,College,Low,Elementary,"Reading Adventures, Introduction to Computers, Building Math Foundations",Medium,Medium,80,65,94.5,76,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
William White,13,Female,Tokelau,Rhode Island,Jamieside,College,High,Middle School,"Robotics, Coding for Beginners, Introduction to Physics, Chemistry, and Biology",Medium,High,75,69,95.85,93,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,Yes
Dr. Ryan Fox,12,Female,Saint Vincent and the Grenadines,Connecticut,Reedport,High School,Medium,Middle School,"Exploring the World, Introduction to Physics, Chemistry, and Biology, World History",Medium,High,81,69,98.55,90,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,Yes
Joel Robinson,8,Female,Suriname,Arizona,Campbellport,High School,Low,Elementary,"Reading Adventures, Sports and Games, Building Math Foundations",High,Low,84,66,97.2,68,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.96,No
Christian Mcdaniel,16,Female,Korea,Tennessee,North Sheila,High School,High,High School,"Economics, Modern History and Civics, Psychology",Medium,Low,68,63,87.3,79,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.78,No
Zachary Le,12,Female,Bouvet Island (Bouvetoya),Oklahoma,West Anthony,High School,Low,Middle School,"World History, Coding for Beginners, Exploring Literature and Writing",High,Low,76,69,96.3,94,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",4.14,Yes
Holly Edwards,11,Male,United Kingdom,New Hampshire,Nathantown,High School,Medium,Middle School,"Fitness and Health, Robotics, Algebra Basics",Medium,High,64,65,87.3,80,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Jeffery James,6,Male,Namibia,Delaware,North Sara,High School,Medium,Kindergarten,"My Family and Community, Numbers Around Us, Rhythm and Rhyme",Low,Medium,99,67,104.85,87,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Brian Burton,7,Female,Anguilla,North Dakota,North Rebecca,Postgraduate,Low,Elementary,"Building Math Foundations, Stories of the Past, Sports and Games",High,Medium,59,66,85.95,84,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.96,No
Tyrone Williams,6,Male,Latvia,Texas,Karenland,College,Low,Kindergarten,"My Family and Community, Play and Learn, Numbers Around Us",Medium,Medium,58,67,86.4,94,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Scott Parks,9,Male,Mexico,Washington,Jordantown,College,Low,Elementary,"Fun with Languages, Sports and Games, Stories of the Past",Medium,High,63,65,86.85000000000001,71,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.9,No
Erin Heath,6,Female,Hungary,Oklahoma,Acostaberg,Postgraduate,Medium,Kindergarten,"Creative Coloring, Play and Learn, My Family and Community",High,High,96,69,105.3,83,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.14,Yes
Brenda Clark,12,Male,Thailand,Minnesota,New Douglasborough,High School,Low,Middle School,"Algebra Basics, Advanced Art Techniques, World History",High,High,83,65,95.85,65,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
James Robinson,5,Male,Heard Island and McDonald Islands,Illinois,Myersfurt,College,Low,Kindergarten,"Exploring the World, My Family and Community, Play and Learn",Medium,High,73,67,93.15,88,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",4.02,No
Jeffrey Howard,5,Male,Paraguay,West Virginia,East Leslieberg,High School,High,Kindergarten,"Fun with Letters, Rhythm and Rhyme, Exploring the World",Low,Medium,96,66,102.6,89,"Storybooks, Flashcards, Interactive Games, Coloring Sheets","PBS Kids Learning Games - https://pbskids.org/, Sesame Street Learning - https://www.sesamestreet.org/, National Geographic Kids - https://kids.nationalgeographic.com/",3.96,No
Kevin Taylor,9,Female,China,Rhode Island,South Peter,College,High,Elementary,"Discovering Nature and Science, Sports and Games, Art and Imagination",Low,Medium,95,64,100.35,62,"Textbooks, Workbooks, Educational Apps, Science Kits","Adventure Academy - https://www.adventureacademy.com/, Scholastic Learn at Home - https://classroommagazines.scholastic.com/, CoolMath4Kids - https://www.coolmath4kids.com/",3.84,No
Daniel Walter,14,Female,Gambia,Pennsylvania,Moodymouth,High School,Low,High School,"Algebra II, Trigonometry, Geometry",Medium,High,70,70,94.5,87,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",4.2,No
Jonathan Long,12,Male,Cote d'Ivoire,Tennessee,West Dawnfurt,High School,Low,Middle School,"Exploring Literature and Writing, Instruments and Composition, World History",High,High,78,65,93.6,77,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
Steven Archer,17,Male,Benin,Colorado,South Moniqueberg,College,Medium,High School,"Chemistry, Modern History and Civics, Web Development",High,Medium,95,65,101.25,65,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.9,No
James Little,13,Male,Czech Republic,North Carolina,Tannerview,College,Low,Middle School,"Fitness and Health, Algebra Basics, World History",Medium,Low,66,64,87.3,77,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.84,No
Robin Bridges,18,Male,Nepal,South Carolina,West Jeffreyton,College,Low,High School,"Cultural and Political Geography, Physics, Chemistry",Low,Low,70,64,89.10000000000001,68,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.84,No
Gloria Alvarado,15,Male,Palestinian Territory,Montana,South Sean,High School,Medium,High School,"Chemistry, Environmental Science, Geometry",Medium,Low,90,61,95.4,77,"Advanced Textbooks, Research Papers, Online Certifications, Programming Tutorials","Harvard Online Courses - https://online-learning.harvard.edu/, Stanford Online - https://online.stanford.edu/, Coursera Courses - https://www.coursera.org/",3.66,No
Nathan Alvarez,12,Male,Cameroon,Georgia,Suarezfurt,High School,Low,Middle School,"Introduction to Physics, Chemistry, and Biology, World History, Exploring Literature and Writing",High,Medium,85,65,96.75,75,"Reference Books, Online Courses, Project Kits, Lab Manuals","CK-12 Interactive Learning - https://www.ck12.org/, NASA STEM Engagement - https://www.nasa.gov/stem/, Quizlet Study Sets - https://quizlet.com/",3.9,No
